listing_id,source_site,url,title,captured_at,building_name,locality,city,address,property_type,bhk,bathrooms,area,area_basis,floor,furnishing,property_age,parking,amenities,rent,deposit,maintenance,maintenance_included,brokerage,move_in_charges,available_from,tenant_preference,posted_by,contact_name,contact_phone,notes,calc_price_per_sqft,calc_true_monthly_cost,calc_cost_basis
13659989,housing,https://housing.com/rent/13659989-300-sqft-1-rk-independent-floor-on-rent-in-j.-p.-nagar-bengaluru-v2,1 RK Fully Furnished Independent Builder Floor,2026-06-18,,"7th Phase, JP Nagar",Bengaluru,"7th Phase, JP Nagar, South Bangalore, Bengaluru",independent floor,1 RK,1,300,built-up,,full,null year,No Parking,,17500,17500,0,,0,,,Bachelor,owner,Hemant,,1 RK studio (no separate bedroom); floor & per-listing lease set not in list data; phone login-walled,58.33,17587.5,lower-bound
13663347,housing,https://housing.com/rent/13663347-750-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,750,built-up,,full,0 year,"1 open, 1 closed",Lift; Parking; Intercom; Water Supply,20000,30000,1000,false,10000,,,Bachelor,broker,ADI SHAKTHI REAL ESTATE AGENCY,,carpet area 700 sq.ft; floor & per-listing lease set not in list data; phone login-walled,26.67,21983.33,lower-bound
14275434,housing,https://housing.com/rent/14275434-500-sqft-1-bhk-independent-floor-on-rent-in-hsr-layout-bengaluru-v2,1 BHK Fully Furnished Independent Builder Floor,2026-06-18,,"Sector 1, HSR Layout",Bengaluru,"abu residency, Sector 1, HSR Layout, South Bangalore, Bengaluru",independent floor,1,1,500,built-up,,full,null year,No Parking,,20000,60000,500,false,0,,,Bachelor,owner,HABIB ABUBACKER,,floor & per-listing lease set not in list data; phone login-walled,40,20800,lower-bound
14764029,housing,https://housing.com/rent/14764029-850-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"BTM Layout, Bengaluru",Bengaluru,"Shiva, Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,,850,built-up,,full,,,Lift; Parking; Power Backup; Intercom; Pet Allowed; Gated Community; Water Supply,20000,,,,20000,,,Bachelor,broker,Manjunath,,floor & per-listing lease set not in list data; phone login-walled,23.53,21666.67,lower-bound
15098261,housing,https://housing.com/rent/15098261-650-sqft-1-bhk-apartment-on-rent-in-thanisandra-bangalore-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Manayata Tech Park, Thanisandra",Bengaluru,"Manayata Tech Park, Thanisandra, North Bangalore, Bengaluru",apartment,1,1,650,built-up,,full,3 years,"1 open, 1 closed",Parking; Garden; Kids Area; Water Supply,18000,36000,0,,0,,,Bachelor,owner,Mohammed,,carpet area 600 sq.ft; floor & per-listing lease set not in list data; phone login-walled,27.69,18180,lower-bound
15556950,housing,https://housing.com/rent/15556950-700-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,700,built-up,,full,1 year,"1 open, 0 closed",Lift; Parking; Power Backup; Water Supply,17500,40000,500,false,17500,17500,,Bachelor,broker,Shri Lakshmi Venkateswara real estate,,carpet area 550 sq.ft; floor & per-listing lease set not in list data; phone login-walled,25,21116.67,full
15638336,housing,https://housing.com/rent/15638336-700-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v3,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,700,built-up,,full,0 year,"1 open, 0 closed",Lift; Parking; Power Backup; Water Supply,19500,40000,1000,false,19500,19500,,Bachelor,broker,Shri Lakshmi Venkateswara real estate,,carpet area 650 sq.ft; floor & per-listing lease set not in list data; phone login-walled,27.86,23950,full
15879297,housing,https://housing.com/rent/15879297-800-sqft-1-bhk-independent-floor-on-rent-in-horamavu-bengaluru-v3,1 BHK Fully Furnished Independent Builder Floor,2026-06-18,,"Horamavu Agara, Horamavu",Bengaluru,"Horamavu Agara, Horamavu, Bengaluru",independent floor,1,1,800,built-up,,full,4 years,"1 open, 0 closed",Parking; Power Backup; Pet Allowed; Water Supply,22000,75000,1000,false,0,22000,,Bachelor,owner,Cyrus Munshi,,carpet area 800 sq.ft; floor & per-listing lease set not in list data; phone login-walled,27.5,25208.33,full
15966344,housing,https://housing.com/rent/15966344-700-sqft-1-bhk-apartment-on-rent-in-whitefield-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Sai Colony, Whitefield",Bengaluru,"Sai Colony, Whitefield, Bangalore East, Bengaluru",apartment,1,1,700,built-up,,full,1 year,No Parking,Lift; Power Backup; Pet Allowed; Gated Community; Water Supply,22000,66000,0,,0,22000,,Bachelor,owner,Gopinath V,,carpet area 600 sq.ft; floor & per-listing lease set not in list data; phone login-walled,31.43,24163.33,full
16153742,housing,https://housing.com/rent/16153742-400-sqft-1-rk-apartment-on-rent-in-koramangala-bengaluru-v2,1 RK Fully Furnished Flat,2026-06-18,,"5th Block, Koramangala",Bengaluru,"Samrudhi Apartment, 5th Block, Koramangala, South Bangalore, Bengaluru",apartment,1 RK,1,400,built-up,,full,5 years,No Parking,Lift; Power Backup; Gated Community; Water Supply,20000,40000,0,,0,,,Bachelor,owner,Naresh Solanki,,1 RK studio (no separate bedroom); carpet area 350 sq.ft; floor & per-listing lease set not in list data; phone login-walled,50,20200,lower-bound
16185012,housing,https://housing.com/rent/16185012-500-sqft-1-bhk-apartment-on-rent-in-btm-layout-2nd-stage-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 2, BTM Layout 2nd Stage",Bengaluru,"Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru",apartment,1,1,500,built-up,,full,0 year,"0 open, 1 closed",Parking,22000,50000,0,,22000,,,Bachelor,broker,Balaji Real Estate,,floor & per-listing lease set not in list data; phone login-walled,44,24083.33,lower-bound
16257768,housing,https://housing.com/rent/16257768-600-sqft-1-bhk-independent-house-on-rent-in-electronic-city-bengaluru-v3,1 BHK Fully Furnished Independent House,2026-06-18,,"Phase I, Electronic City",Bengaluru,"Phase I, Electronic City, South Bangalore, Bengaluru",independent house,1,1,600,built-up,,full,null year,"1 open, 1 closed",Parking; Water Supply,16000,75000,0,,0,17000,,Bachelor,owner,Sharique Rahman,,carpet area 550 sq.ft; floor & per-listing lease set not in list data; phone login-walled,26.67,17791.67,full
16465525,housing,https://housing.com/rent/16465525-600-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,600,built-up,,full,1 year,No Parking,Water Supply; Gas Pipeline,17000,35000,1000,false,14000,,,Bachelor,broker,SHIVA SHAKTHI REAL ESTATE AGENCY,,carpet area 550 sq.ft; floor & per-listing lease set not in list data; phone login-walled,28.33,19341.67,lower-bound
16634633,housing,https://housing.com/rent/16634633-700-sqft-1-bhk-independent-floor-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Independent Builder Floor,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"D mart, Stage 1, BTM Layout, South Bangalore, Bengaluru",independent floor,1,1,700,built-up,,full,1 year,No Parking,Pet Allowed; Water Supply,18000,37000,500,false,18500,,,Bachelor,broker,SHIVA SHAKTHI REAL ESTATE AGENCY,,carpet area 650 sq.ft; floor & per-listing lease set not in list data; phone login-walled,25.71,20226.67,lower-bound
16638146,housing,https://housing.com/rent/16638146-650-sqft-1-bhk-independent-house-on-rent-in-benson-town-bengaluru-v2,1 BHK Fully Furnished Independent House,2026-06-18,,"Chinnapa Garden, Benson Town",Bengaluru,"Chinnapa Garden, Benson Town, Central Bangalore, Bengaluru",independent house,1,1,650,built-up,,full,15 years,"1 open, 1 closed",Parking; Power Backup; Garden; Sports Facility; Kids Area; Water Supply; Gas Pipeline,20000,40000,0,,0,,,Bachelor,owner,Sulekha Devi,,carpet area 650 sq.ft; floor & per-listing lease set not in list data; phone login-walled,30.77,20200,lower-bound
16804083,housing,https://housing.com/rent/16804083-400-sqft-1-rk-studio-on-rent-in-brookefield-bengaluru-v2,1 RK Fully Furnished Studio,2026-06-18,,"BEML Layout 6th Stage, Brookefield",Bengaluru,"BEML Layout 6th Stage, Brookefield, Bangalore East, Bengaluru",studio,1 RK,1,400,built-up,,full,4 years,"1 open, 1 closed",Lift; Parking; Water Supply,15000,35000,0,,15000,15000,,Bachelor,broker,FlyShelter,,1 RK studio (no separate bedroom); carpet area 350 sq.ft; floor & per-listing lease set not in list data; phone login-walled,37.5,17675,full
16816213,housing,https://housing.com/rent/16816213-450-sqft-1-rk-studio-on-rent-in-bhoganhalli-bengaluru-v3,1 RK Fully Furnished Studio,2026-06-18,,"Someshwara Layout, Bhoganhalli",Bengaluru,"Someshwara Layout, Bhoganhalli, Bangalore East, Bengaluru",studio,1 RK,1,450,built-up,,full,4 years,"1 open, 1 closed",Parking; Power Backup; Water Supply,13000,30000,0,,13000,13000,,Bachelor,broker,FlyShelter,,1 RK studio (no separate bedroom); carpet area 350 sq.ft; floor & per-listing lease set not in list data; phone login-walled,28.89,15316.67,full
17234477,housing,https://housing.com/rent/17234477-450-sqft-1-bhk-apartment-on-rent-in-electronic-city-bengaluru,1 BHK Fully Furnished Flat,2026-06-18,,"Doddathoguru, Electronic City",Bengaluru,"RR Apartment, Doddathoguru, Electronic City, South Bangalore, Bengaluru",apartment,1,1,450,built-up,,full,3 years,"0 open, 1 closed",Lift; Parking; Power Backup; Water Supply; Gas Pipeline,17000,34000,0,,0,,,Bachelor,owner,Dozo Stay,,carpet area 400 sq.ft; floor & per-listing lease set not in list data; phone login-walled,37.78,17170,lower-bound
17369413,housing,https://housing.com/rent/17369413-200-sqft-1-rk-apartment-on-rent-in-btm-layout-2nd-stage-bengaluru,1 RK Fully Furnished Flat,2026-06-18,,"Stage 2, BTM Layout 2nd Stage",Bengaluru,"Maruti residency, Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru",apartment,1 RK,1,200,built-up,,full,0 year,No Parking,Pool; Lift; Power Backup; Water Supply; Gas Pipeline,18000,34000,0,,0,,,Bachelor,owner,Baskar,,1 RK studio (no separate bedroom); carpet area 199 sq.ft; floor & per-listing lease set not in list data; phone login-walled,90,18170,lower-bound
17437276,housing,https://housing.com/rent/17437276-450-sqft-1-rk-independent-house-on-rent-in-jayanagar-bengaluru-v2,1 RK Fully Furnished Independent House,2026-06-18,,"DK Naik Nagar, Jayanagar",Bengaluru,"DK Naik Nagar, Jayanagar, South Bangalore, Bengaluru",independent house,1 RK,1,450,built-up,,full,10 years,"null open, 1 closed",Parking,13000,75000,400,false,0,,,Bachelor,owner,Vivek,,1 RK studio (no separate bedroom); carpet area 350 sq.ft; floor & per-listing lease set not in list data; phone login-walled,28.89,13775,lower-bound
17495269,housing,https://housing.com/rent/17495269-500-sqft-1-bhk-apartment-on-rent-in-electronic-city-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Phase I, Electronic City",Bengaluru,"Moon Heights Residency No50, Phase I, Electronic City, South Bangalore, Bengaluru",apartment,1,1,500,built-up,,full,0 year,"1 open, 1 closed",Lift; Parking; Power Backup; Pet Allowed; Sports Facility; Gated Community; Water Supply; Gas Pipeline,18500,37000,0,,0,18500,,Bachelor,owner,Shubham,,carpet area 450 sq.ft; floor & per-listing lease set not in list data; phone login-walled,37,20226.67,full
17632935,housing,https://housing.com/rent/17632935-750-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,750,built-up,,full,0 year,"1 open, 0 closed",Lift; Parking; Water Supply,19000,30000,500,false,19000,19000,,Bachelor,broker,Shri Lakshmi Venkateswara real estate,,carpet area 700 sq.ft; floor & per-listing lease set not in list data; phone login-walled,25.33,22816.67,full
17644654,housing,https://housing.com/rent/17644654-500-sqft-1-bhk-apartment-on-rent-in-akshayanagar-bengaluru,1 BHK Fully Furnished Flat,2026-06-18,,"Akshaya Vana, Akshayanagar",Bengaluru,"V HOMES, Akshaya Vana, Akshayanagar, South Bangalore, Bengaluru",apartment,1,1,500,built-up,,full,1 year,"0 open, 1 closed",Lift; Parking; Water Supply; Gas Pipeline,20000,60000,0,,20000,20000,,Bachelor,broker,Keys On Rent,,floor & per-listing lease set not in list data; phone login-walled,40,23633.33,full
17832720,housing,https://housing.com/rent/17832720-700-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"A building, Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,700,built-up,,full,0 year,"0 open, 1 closed",Lift; Parking; Water Supply,20000,45000,0,,20000,20000,,Bachelor,broker,V S Real Estate,,carpet area 550 sq.ft; floor & per-listing lease set not in list data; phone login-walled,28.57,23558.33,full
17834514,housing,https://housing.com/rent/17834514-300-sqft-1-rk-studio-on-rent-in-dodda-nekkundi-bengaluru-v2,1 RK Fully Furnished Studio,2026-06-18,,"Brindavan Extension, Doddanekundi",Bengaluru,"Brindavan Extension, Doddanekundi, Bangalore East, Bengaluru",studio,1 RK,1,300,built-up,,full,4 years,"0 open, 1 closed",Parking; Power Backup; Water Supply,15000,35000,0,,15000,,,Bachelor,broker,FlyShelter,,1 RK studio (no separate bedroom); carpet area 280 sq.ft; floor & per-listing lease set not in list data; phone login-walled,50,16425,lower-bound
17840787,housing,https://housing.com/rent/17840787-350-sqft-1-rk-studio-on-rent-in-doddakannelli-bengaluru-v3,1 RK Fully Furnished Studio,2026-06-18,,"Someshwara Layout, Doddakannelli",Bengaluru,"Someshwara Layout, Doddakannelli, Bangalore East, Bengaluru",studio,1 RK,1,350,built-up,,full,4 years,"1 open, 1 closed",Parking; Power Backup; Water Supply,15000,35000,0,,15000,,,Bachelor,broker,FlyShelter,,1 RK studio (no separate bedroom); carpet area 320 sq.ft; floor & per-listing lease set not in list data; phone login-walled,42.86,16425,lower-bound
17840861,housing,https://housing.com/rent/17840861-450-sqft-1-rk-studio-on-rent-in-brookefield-bengaluru-v3,1 RK Fully Furnished Studio,2026-06-18,,"BEML Layout 6th Stage, Brookefield",Bengaluru,"BEML Layout 6th Stage, Brookefield, Bangalore East, Bengaluru",studio,1 RK,1,450,built-up,,full,4 years,"1 open, 1 closed",Lift; Parking; Power Backup; Water Supply,16000,35000,1000,false,15000,,,Bachelor,broker,FlyShelter,,1 RK studio (no separate bedroom); carpet area 380 sq.ft; floor & per-listing lease set not in list data; phone login-walled,35.56,18425,lower-bound
17909510,housing,https://housing.com/rent/17909510-600-sqft-1-bhk-apartment-on-rent-in-whitefield-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Nallurhalli, Whitefield",Bengaluru,"Nallurhalli, Whitefield, Bangalore East, Bengaluru",apartment,1,1,600,built-up,,full,2 years,No Parking,Lift; Power Backup; Water Supply,21000,50000,0,,0,,,Bachelor,owner,Vijay,,floor & per-listing lease set not in list data; phone login-walled,35,21250,lower-bound
17951201,housing,https://housing.com/rent/17951201-1000-sqft-1-bhk-independent-house-on-rent-in-btm-layout-2nd-stage-bengaluru-v2,1 BHK Fully Furnished Independent House,2026-06-18,,"Stage 2, BTM Layout 2nd Stage",Bengaluru,"Stage 2, BTM Layout 2nd Stage, South Bangalore, Bengaluru",independent house,1,1,1000,built-up,,full,2 years,No Parking,Intercom; Garden; Water Supply; Gas Pipeline,15500,50000,2500,false,15500,15500,,Bachelor,broker,Mohammed MD,,carpet area 950 sq.ft; floor & per-listing lease set not in list data; phone login-walled,15.5,20833.33,full
18039982,housing,https://housing.com/rent/18039982-300-sqft-1-rk-independent-house-on-rent-in-mahadevapura-bengaluru-v2,1 RK Fully Furnished Independent House,2026-06-18,,"A Narayanapura, Mahadevapura",Bengaluru,"A Narayanapura, Mahadevapura, Bangalore East, Bengaluru",independent house,1 RK,1,300,built-up,,full,0 year,No Parking,Lift,17000,80000,0,,0,13000,,Bachelor,owner,Ramu,,1 RK studio (no separate bedroom); carpet area 299 sq.ft; floor & per-listing lease set not in list data; phone login-walled,56.67,18483.33,full
18041493,housing,https://housing.com/rent/18041493-600-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Ar vina, Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,600,built-up,,full,1 year,No Parking,Water Supply,17000,36000,1000,false,18000,,,Bachelor,broker,SHIVA SHAKTHI REAL ESTATE AGENCY,,carpet area 550 sq.ft; floor & per-listing lease set not in list data; phone login-walled,28.33,19680,lower-bound
18081864,housing,https://housing.com/rent/18081864-800-sqft-1-bhk-independent-floor-on-rent-in-choodasandra-bengaluru-v2,1 BHK Fully Furnished Independent Builder Floor,2026-06-18,,"Choodasandra, Bengaluru",Bengaluru,"Meenakshi layout, Choodasandra, South Bangalore, Bengaluru",independent floor,1,1,800,built-up,,full,1 year,"1 open, 1 closed",Parking; Intercom; Water Supply; Gas Pipeline,20000,75000,500,false,0,20000,,Bachelor,owner,Tharun,,carpet area 650 sq.ft; floor & per-listing lease set not in list data; phone login-walled,25,22541.67,full
18098237,housing,https://housing.com/rent/18098237-480-sqft-1-rk-apartment-on-rent-in-yelahanka-bengaluru-v2,1 RK Fully Furnished Flat,2026-06-18,,Yelahanka,Bengaluru,"Swiss Royal Suites, Yelahanka, North Bangalore, Bengaluru",apartment,1 RK,1,480,built-up,,full,6 years,"1 open, 0 closed",Parking; Power Backup; Gated Community; Water Supply,21000,50000,0,,0,,,Bachelor,owner,Anupama,,1 RK studio (no separate bedroom); floor & per-listing lease set not in list data; phone login-walled,43.75,21250,lower-bound
18139411,housing,https://housing.com/rent/18139411-350-sqft-1-bhk-independent-floor-on-rent-in-electronic-city-bengaluru-v2,1 BHK Fully Furnished Independent Builder Floor,2026-06-18,,"Phase I, Electronic City",Bengaluru,"Raga Haus, Phase I, Electronic City, South Bangalore, Bengaluru",independent floor,1,1,350,built-up,,full,0 year,No Parking,Lift; Power Backup; Water Supply,19000,50000,0,,0,19000,,Bachelor,owner,Raga Sudar,,carpet area 340 sq.ft; floor & per-listing lease set not in list data; phone login-walled,54.29,20833.33,full
18151332,housing,https://housing.com/rent/18151332-800-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v3,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,800,built-up,,full,0 year,"1 open, 0 closed",Parking; Power Backup; Water Supply,21000,40000,1000,false,21000,21000,,Bachelor,broker,Shri Lakshmi Venkateswara real estate,,carpet area 750 sq.ft; floor & per-listing lease set not in list data; phone login-walled,26.25,25700,full
18352919,housing,https://housing.com/rent/18352919-600-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v3,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Go Green Homes A Block, Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,600,built-up,,full,1 year,No Parking,Lift; Water Supply,18000,36000,0,,0,18000,,Bachelor,broker,Go green Homes,,carpet area 550 sq.ft; floor & per-listing lease set not in list data; phone login-walled,30,19680,full
18426868,housing,https://housing.com/rent/18426868-450-sqft-1-rk-apartment-on-rent-in-bellandur-bengaluru-v2,1 RK Fully Furnished Flat,2026-06-18,,"Belur Nagasandra, Bellandur",Bengaluru,"Belur Nagasandra, Bellandur, Bangalore East, Bengaluru",apartment,1 RK,1,450,built-up,,full,0 year,"1 open, 1 closed",Lift; Parking; Power Backup; Garden; Gated Community; Water Supply,22000,50000,0,,22000,,,Bachelor,broker,Property for you ,,1 RK studio (no separate bedroom); carpet area 400 sq.ft; floor & per-listing lease set not in list data; phone login-walled,48.89,24083.33,lower-bound
18476161,housing,https://housing.com/rent/18476161-600-sqft-1-bhk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 BHK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Manjunath thata, Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1,1,600,built-up,,full,1 year,No Parking,Lift; Water Supply,20000,38000,1000,false,19000,,,Bachelor,broker,SHIVA SHAKTHI REAL ESTATE AGENCY,,carpet area 550 sq.ft; floor & per-listing lease set not in list data; phone login-walled,33.33,22773.33,lower-bound
18648439,housing,https://housing.com/rent/18648439-550-sqft-1-rk-apartment-on-rent-in-chikkakannalli-bengaluru,1 RK Fully Furnished Flat,2026-06-18,,"Chikkakannalli, Bengaluru",Bengaluru,"Bangalore flats 2, Chikkakannalli, South Bangalore, Bengaluru",apartment,1 RK,1,550,built-up,,full,0 year,"1 open, 1 closed",Lift; Parking; Power Backup; Intercom; Garden; Gated Community; Water Supply,15500,40000,1000,false,20500,20500,,Bachelor,broker,Property for you ,,1 RK studio (no separate bedroom); carpet area 500 sq.ft; floor & per-listing lease set not in list data; phone login-walled,28.18,20116.67,full
18681987,housing,https://housing.com/rent/18681987-500-sqft-1-rk-apartment-on-rent-in-btm-layout-bengaluru-v2,1 RK Fully Furnished Flat,2026-06-18,,"Stage 1, BTM Layout",Bengaluru,"Go green md block, Stage 1, BTM Layout, South Bangalore, Bengaluru",apartment,1 RK,1,500,built-up,,full,2 years,No Parking,Water Supply,16000,34000,0,,0,17000,,Bachelor,broker,Go green Homes,,1 RK studio (no separate bedroom); carpet area 400 sq.ft; floor & per-listing lease set not in list data; phone login-walled,32,17586.67,full
