listing_id,source_site,url,title,captured_at,building_name,locality,city,address,property_type,bhk,bathrooms,area,area_basis,floor,furnishing,property_age,parking,amenities,rent,deposit,maintenance,maintenance_included,brokerage,move_in_charges,available_from,tenant_preference,posted_by,contact_name,contact_phone,notes,calc_price_per_sqft,calc_true_monthly_cost,calc_cost_basis
8a9ff282860350a001860364a0300bf3,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bengaluru-bangalore-for-rs-12000/8a9ff282860350a001860364a0300bf3/detail,1 BHK House for Rent In Bengaluru,2026-06-18T18:27:14+05:30,,Bengaluru,Bangalore,"Independent House, OPPOSITE TO SHELL PETROL BUNKSS LAYOUT, RG HALLI, FARM.ROAD, BLORE 66 , Bengaluru, bangalore",Independent House,1,1,300,built-up,1 of 2,full,Newly Constructed,Car,Rain water harvesting; Internet; Gas pipeline; Sewage treatment plant; Power backup; Visitor parking; Servant room; Water Supply: Corporation & Borewell,12000,100000,500,false,0,,2026-01-21,Anyone,owner,,,standalone/unnamed building (building_name blank); deposit Rs100000 unusually high vs rent — possible data error (enters cost only as opportunity cost); possession 2026-01-21 in past — effectively available now; via Whitefield search; listed locality Bengaluru,40.0,13000.0,lower-bound
8a9f8c839395a21b019395b6e18b088e,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-20000/8a9f8c839395a21b019395b6e18b088e/detail,1 BHK Flat In Standalone Building for Rent In Whitefield,2026-06-18T18:27:14+05:30,,Whitefield,Bangalore,"Sathya Sai Layout near Gold's Gym Whitefield, Whitefield, bangalore",Apartment,1,1,500,built-up,3 of 4,full,1-3 Years,Bike,,20000,40000,,true,0,,2026-06-14,Anyone,owner,,,standalone/unnamed building (building_name blank); possession 2026-06-14 in past — effectively available now; via Whitefield search; listed locality Whitefield,40.0,20200.0,lower-bound
ff8081816aca1d96016aca71b4033ba3,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-18000/ff8081816aca1d96016aca71b4033ba3/detail,1 BHK Flat In Flat for Rent In Whitefield,2026-06-18T18:27:14+05:30,Flat,Whitefield,Bangalore,"Immadihalli , Near BBMP Office, Whitefield, bangalore",Apartment,1,1,500,built-up,3 of 4,full,1-3 Years,Bike,Air Conditioner; Servant room; Water Supply: Corporation & Borewell,18000,54000,800,false,0,,2026-06-12,Anyone,owner,,,possession 2026-06-12 in past — effectively available now; via Whitefield search; listed locality Whitefield,36.0,19070.0,lower-bound
8a9f8c6e71c9784f0171c9f66a791aeb,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-18000/8a9f8c6e71c9784f0171c9f66a791aeb/detail,1 BHK Flat In Shr for Rent In Whitefield,2026-06-18T18:27:14+05:30,Shr,Whitefield,Bangalore,"Hagadur Main Rd Near Immadihalli Govt School , Whitefield, bangalore",Apartment,1,1,400,built-up,1 of 3,full,1-3 Years,Bike,Intercom; Air Conditioner; Children's play area; Water Supply: Borewell,18000,54000,,true,0,,2026-05-13,Anyone,owner,,,possession 2026-05-13 in past — effectively available now; via Whitefield search; listed locality Whitefield,45.0,18270.0,lower-bound
8a9f8f0393245629019324c2ea342aa6,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-21000/8a9f8f0393245629019324c2ea342aa6/detail,1 BHK Flat In Saptha Giri Nivas for Rent In Whitefield,2026-06-18T18:27:14+05:30,Saptha Giri Nivas,Whitefield,Bangalore,"172, 9th Cross Rd, Hill Side Layout, Ambedkar Nagar, Whitefield, Bengaluru, Karnataka , Whitefield, bangalore",Apartment,1,1,500,built-up,5 of 5,full,1-3 Years,Bike,Security; Water Supply: Corporation & Borewell,21000,63000,,true,0,,2026-05-19,Anyone,owner,,,possession 2026-05-19 in past — effectively available now; via Whitefield search; listed locality Whitefield,42.0,21315.0,lower-bound
ff80818169f5d5ec0169f6bef9cd55ad,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-16000/ff80818169f5d5ec0169f6bef9cd55ad/detail,1 BHK Flat In Ram Apartment for Rent In Whitefield,2026-06-18T18:27:14+05:30,Ram Apartment,Whitefield,Bangalore,"Borewell Rd, , Near Manish Medicals, Whitefield, bangalore",Apartment,1,1,450,built-up,3 of 4,full,Newly Constructed,Bike and Car,Security; Water Supply: Borewell,16000,50000,,true,0,,2026-06-01,Anyone,owner,,,possession 2026-06-01 in past — effectively available now; via Whitefield search; listed locality Whitefield,35.56,16250.0,lower-bound
8a9f9b8e95037583019503ad21e71466,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-horeb-koodarum-church-bangalore-for-rs-15000/8a9f9b8e95037583019503ad21e71466/detail,1 BHK House for Rent In Horeb Koodarum Church,2026-06-18T18:27:14+05:30,,HOREB KOODARUM CHURCH,Bangalore,"Independent House, near Sri Devi bakery , HOREB KOODARUM CHURCH, bangalore",Independent House,1,2,900,built-up,Ground of 3,full,5-10 Years,Bike,Water Supply: Corporation,15000,40000,1000,false,0,,2025-10-26,Anyone,owner,,,standalone/unnamed building (building_name blank); possession 2025-10-26 in past — effectively available now; via Whitefield search; listed locality HOREB KOODARUM CHURCH,16.67,16200.0,lower-bound
8a9ff1828500a3e70185012d644c79d9,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sizzle-it-meadows-bangalore-for-rs-22000/8a9ff1828500a3e70185012d644c79d9/detail,1 BHK Flat In Ananda Nivas for Rent In Sizzle It Meadows,2026-06-18T18:27:14+05:30,Ananda Nivas,Sizzle IT Meadows,Bangalore,"Ananda Nivas (Sizzle IT Meadows Layout), Sizzle IT Meadows, bangalore",Apartment,1,1,600,built-up,2 of 4,full,Newly Constructed,Bike,Intercom; Internet; Lift; Gas pipeline; Power backup; Security; Gym; Water Supply: Borewell,22000,60000,,true,0,,2026-05-31,Anyone,owner,,,possession 2026-05-31 in past — effectively available now; via Whitefield search; listed locality Sizzle IT Meadows,36.67,22300.0,lower-bound
8aa9cf589e05a574019e064324f646d8,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-21000/8aa9cf589e05a574019e064324f646d8/detail,1 BHK Flat In Sri Nilayam for Rent In Whitefield,2026-06-18T18:27:14+05:30,Sri Nilayam,Whitefield,Bangalore,"XP2C+RV6, Varthur Main Rd, Thubarahalli, Whitefield, Bengaluru, Karnataka 560066, Whitefield, bangalore",Apartment,1,1,500,built-up,1 of 5,full,3-5 Years,Bike,Security,21000,60000,,true,0,,2026-05-08,Anyone,owner,,,possession 2026-05-08 in past — effectively available now; via Whitefield search; listed locality Whitefield,42.0,21300.0,lower-bound
8a9f92c390ef24460190ef630afa1b02,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-18000/8a9f92c390ef24460190ef630afa1b02/detail,1 BHK Flat In Apartment for Rent In Whitefield,2026-06-18T18:27:14+05:30,Apartment,Whitefield,Bangalore,"Nallurhalli circle, Borewell Rd, beside Ambedkar statue, Nallurhalli, Whitefield, Bengaluru, Whitefield, bangalore",Apartment,1,1,600,built-up,3 of 3,full,1-3 Years,Bike and Car,Security; Water Supply: Corporation & Borewell,18000,40000,,true,0,,2026-05-22,Anyone,owner,,,possession 2026-05-22 in past — effectively available now; via Whitefield search; listed locality Whitefield,30.0,18200.0,lower-bound
8aa9a1e19c416d29019c42aa795d1363,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-22000/8aa9a1e19c416d29019c42aa795d1363/detail,1 BHK Flat In Harikrupa Hights for Rent In Whitefield,2026-06-18T18:27:14+05:30,Harikrupa Hights,Whitefield,Bangalore,"Harikrupa Heights, Borewell Road, Whitefield, Whitefield, bangalore",Apartment,1,1,450,built-up,2 of 6,full,1-3 Years,Bike,Security; Servant room,22000,50000,,true,0,,2026-03-31,Company,owner,,,possession 2026-03-31 in past — effectively available now; via Whitefield search; listed locality Whitefield,48.89,22250.0,lower-bound
8a9fae839652debb0196532b155920b5,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-16000/8a9fae839652debb0196532b155920b5/detail,1 BHK Flat In Cozy Living for Rent In Electronic City,2026-06-18T18:27:14+05:30,Cozy Living,Electronic City,Bangalore,"Housing Layout, Phase II, near Sri Vinayaka PG for Gents, Electronic City, bangalore",Apartment,1,1,350,built-up,1 of 5,full,1-3 Years,Bike and Car,Security; Gym,16000,30000,,true,0,,2026-06-16,Bachelors,owner,,,possession 2026-06-16 in past — effectively available now; via Electronic City search; listed locality Electronic City,45.71,16150.0,lower-bound
8aa9ba8c9c08c794019c090bf2741a93,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-18500/8aa9ba8c9c08c794019c090bf2741a93/detail,1 BHK Flat In Sgd Building 3 for Rent In Electronic City,2026-06-18T18:27:14+05:30,Sgd Building 3,Electronic City,Bangalore,"Bettadasanapura Main Rd, Doddathoguru, Doddathoguru, Electronics City Phase 1, Electronic City, Electronic City, bangalore",Apartment,1,1,400,built-up,1 of 4,full,Newly Constructed,Bike and Car,Rain water harvesting; Lift; Gas pipeline; Power backup; Security; Visitor parking; Water Supply: Corporation & Borewell,18500,36000,,true,0,,2026-04-16,Anyone,owner,,,possession 2026-04-16 in past — effectively available now; via Electronic City search; listed locality Electronic City,46.25,18680.0,lower-bound
8a9f8d84981beb0b01981c4e5de62a97,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronics-city-phase-1-bangalore-for-rs-20000/8a9f8d84981beb0b01981c4e5de62a97/detail,1 BHK Flat In Jp Elite for Rent In Electronics City Phase 1,2026-06-18T18:27:14+05:30,Jp Elite,Electronics City Phase 1,Bangalore,"J P ELITE near Sapthagiri Ratna Manju, Electronics City Phase 1, bangalore",Apartment,1,1,400,built-up,3 of 6,full,Newly Constructed,Bike,House keeping; Lift; Fire safety; Power backup; Security,20000,40000,,true,0,,2026-05-04,Anyone,owner,,,possession 2026-05-04 in past — effectively available now; via Electronic City search; listed locality Electronics City Phase 1,50.0,20200.0,lower-bound
8a9fb28599f1018a0199f154ac7f1a28,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-13000/8a9fb28599f1018a0199f154ac7f1a28/detail,1 BHK Flat In Standalone Building for Rent In Electronic City,2026-06-18T18:27:14+05:30,,Electronic City,Bangalore,"2nd Cross Rd, behind Sujana Apartment II, near My Little Steps play school in electronic city Bangalore, Electronic City, bangalore",Apartment,1,1,400,built-up,Ground of 3,full,5-10 Years,Bike,,13000,50000,,true,0,,2026-04-18,Anyone,owner,,,standalone/unnamed building (building_name blank); possession 2026-04-18 in past — effectively available now; via Electronic City search; listed locality Electronic City,32.5,13250.0,lower-bound
8a9f87869619e5f201961a0d7f441029,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-14000/8a9f87869619e5f201961a0d7f441029/detail,1 BHK Flat In Konappana Agrahara for Rent In Electronic City,2026-06-18T18:27:14+05:30,Konappana Agrahara,Electronic City,Bangalore,"near 7days restaurant , Electronic City, bangalore",Apartment,1,1,500,built-up,3 of 5,full,3-5 Years,Bike,Security; Water Supply: Borewell,14000,40000,,true,0,,2026-06-15,Anyone,owner,,,possession 2026-06-15 in past — effectively available now; via Electronic City search; listed locality Electronic City,28.0,14200.0,lower-bound
8aa9b2909b4e4fb8019b4e864c2a08b0,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-18000/8aa9b2909b4e4fb8019b4e864c2a08b0/detail,1 BHK Villa In Sri Sai Balaji C for Rent In Electronic City,2026-06-18T18:27:14+05:30,Sri Sai Balaji C,Electronic City,Bangalore,"14TH C Cross, Electronic City, bangalore",Gated Community Villa,1,1,1200,built-up,4 of 4,full,Newly Constructed,Bike and Car,Intercom; Air Conditioner; Rain water harvesting; House keeping; Internet; Lift; Club house; Gas pipeline; Fire safety; Sewage treatment plant; Park; Shopping center; Power backup; Children's play area; Security; Swimming pool; Gym; Visitor parking; Water Supply: Corporation & Borewell,18000,35000,,true,0,,2026-04-09,Anyone,owner,,,possession 2026-04-09 in past — effectively available now; via Electronic City search; listed locality Electronic City,15.0,18175.0,lower-bound
8a9feb838ae454e9018ae4f0ae7d005a,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-12000/8a9feb838ae454e9018ae4f0ae7d005a/detail,1 BHK Flat In Bhagya Nilayam for Rent In Electronic City,2026-06-18T18:27:14+05:30,Bhagya Nilayam,Electronic City,Bangalore,"1st Main Rd near ,Bharat Heavy Electricals Limited, Electronic City, bangalore",Apartment,1,1,400,built-up,4 of 4,full,3-5 Years,Bike,Rain water harvesting; House keeping; Internet; Fire safety; Sewage treatment plant; Park; Security; Visitor parking; Water Supply: Corporation & Borewell,12000,36000,,true,0,,2026-06-02,Anyone,owner,,,possession 2026-06-02 in past — effectively available now; via Electronic City search; listed locality Electronic City,30.0,12180.0,lower-bound
8a9fa88376b70afe0176b7b456a736d8,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronics-phase-1-electronic-city-bangalore-for-rs-13000/8a9fa88376b70afe0176b7b456a736d8/detail,1 BHK Flat for Rent In Electronics Phase 1 Electronic City,2026-06-18T18:27:14+05:30,,Electronics Phase 1 Electronic City,Bangalore,"Standalone building, Electronics Phase 1 Electronic City near Moon Mist Apartments, Electronics Phase 1 Electronic City, bangalore",Apartment,1,1,500,built-up,2 of 5,full,3-5 Years,Bike,Security,13000,40000,,true,0,,2026-06-08,Anyone,owner,,,standalone/unnamed building (building_name blank); possession 2026-06-08 in past — effectively available now; via Electronic City search; listed locality Electronics Phase 1 Electronic City,26.0,13200.0,lower-bound
8aa9a8b19eab4ea4019eac40697a66bc,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kamasandra-bangalore-for-rs-12000/8aa9a8b19eab4ea4019eac40697a66bc/detail,1 BHK Flat In Sb for Rent In Kamasandra,2026-06-18T18:27:14+05:30,Sb,Kamasandra,Bangalore,"gurkul brahmagari ashrama, Kamasandra, bangalore",Apartment,1,1,500,built-up,1 of 4,full,Newly Constructed,Car,,12000,50000,,true,0,,2026-06-09,Anyone,owner,,,possession 2026-06-09 in past — effectively available now; via Electronic City search; listed locality Kamasandra,24.0,12250.0,lower-bound
8a9fa8839a0fe234019a10059c130c08,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--electronic-city-bangalore-for-rs-17000/8a9fa8839a0fe234019a10059c130c08/detail,1 BHK Flat for Rent In Electronic City,2026-06-18T18:27:14+05:30,,Electronic City,Bangalore,"Standalone building, Neeladri Nagar near Aditya co-live PG, Electronic City, bangalore",Apartment,1,1,600,built-up,2 of 4,full,Newly Constructed,Bike,Gym,17000,34000,,true,0,,2026-06-09,Anyone,owner,,,standalone/unnamed building (building_name blank); possession 2026-06-09 in past — effectively available now; via Electronic City search; listed locality Electronic City,28.33,17170.0,lower-bound
8a9fac98972609950197260d3d930044,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-18000/8a9fac98972609950197260d3d930044/detail,1 BHK Flat for Rent In Electronic City,2026-06-18T18:27:14+05:30,,Electronic City,Bangalore,"standalone building, Neeladri Nagar, near Shri Shirdi Saibaba Temple, Electronic City, bangalore",Apartment,1,1,500,built-up,3 of 5,full,Newly Constructed,Bike,Lift; Power backup; Water Supply: Corporation & Borewell,18000,50000,,true,0,,2026-06-07,Anyone,owner,,,standalone/unnamed building (building_name blank); possession 2026-06-07 in past — effectively available now; via Electronic City search; listed locality Electronic City,36.0,18250.0,lower-bound
8aa9b7719eaa7107019eaae08d4a2cbc,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-doddanagamangala--bangalore-for-rs-16000/8aa9b7719eaa7107019eaae08d4a2cbc/detail,1 BHK Flat for Rent In Doddanagamangala,2026-06-18T18:27:14+05:30,,Doddanagamangala,Bangalore,"standalone building, Doddanagamangala Rd near Panchabaksha Restaurant, Doddanagamangala , bangalore",Apartment,1,1,600,built-up,5 of 5,full,5-10 Years,Bike and Car,Security,16000,50000,,true,0,,2026-06-09,Anyone,owner,,,standalone/unnamed building (building_name blank); possession 2026-06-09 in past — effectively available now; via Electronic City search; listed locality Doddanagamangala,26.67,16250.0,lower-bound
8aa9abd69e90b106019e90c7573c04a4,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-doddathoguru-bangalore-for-rs-15000/8aa9abd69e90b106019e90c7573c04a4/detail,1 BHK Flat for Rent In Doddathoguru,2026-06-18T18:27:14+05:30,,Doddathoguru,Bangalore,"standalone building, Indra Nagar, Electronic City Phase I, Electronic City near Corporation Bank Electronic city branch, Doddathoguru, bangalore",Apartment,1,1,450,built-up,1 of 6,full,Newly Constructed,Bike and Car,,15000,100000,700,false,0,,2026-06-04,Anyone,owner,,,standalone/unnamed building (building_name blank); possession 2026-06-04 in past — effectively available now; via Electronic City search; listed locality Doddathoguru,33.33,16200.0,lower-bound
8a9f8b93981d41a401981d62c1da0d3f,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-phase-2-bangalore-for-rs-18000/8a9f8b93981d41a401981d62c1da0d3f/detail,1 BHK Flat In Eira Apartment for Rent In Electronic City Phase 2,2026-06-18T18:27:14+05:30,Eira Apartment,Electronic city phase 2,Bangalore,"KIADB Industrial Area Plot No. 45- 47, First Main Rd, near Tech Mahindra Limited, Electronic city phase 2, bangalore",Apartment,1,1,400,built-up,6 of 6,full,1-3 Years,Bike and Car,Air Conditioner; House keeping; Internet; Lift; Power backup; Security; Servant room; Water Supply: Corporation & Borewell,18000,40000,500,false,0,,2026-05-25,Anyone,owner,,,possession 2026-05-25 in past — effectively available now; via Electronic City search; listed locality Electronic city phase 2,45.0,18700.0,lower-bound
8a9f8141723b4f2001723b729a840ee9,nobroker,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-16000/8a9f8141723b4f2001723b729a840ee9/detail,1 BHK Flat In Prp Apartment for Rent In Electronic City,2026-06-18T18:27:14+05:30,Prp Apartment,Electronic City,Bangalore,"4th cross Neeladri Nagar, Electronics City Phase 1,Near Reliance Digital, Electronic City, bangalore",Apartment,1,1,400,built-up,5 of 5,full,Newly Constructed,Bike and Car,Internet; Lift; Fire safety; Power backup; Security; Visitor parking; Water Supply: Corporation & Borewell,16000,30000,300,false,0,,2026-05-14,Anyone,owner,,,possession 2026-05-14 in past — effectively available now; via Electronic City search; listed locality Electronic City,40.0,16450.0,lower-bound
