listing_id,source_site,url,title,captured_at,building_name,locality,city,address,property_type,bhk,bathrooms,area,area_basis,floor,furnishing,property_age,parking,amenities,rent,deposit,maintenance,maintenance_included,brokerage,move_in_charges,available_from,tenant_preference,posted_by,contact_name,contact_phone,notes,calc_price_per_sqft,calc_true_monthly_cost,calc_cost_basis
D91938026,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-nayak-layout-bangalore-south-600-sqft-spid-D91938026,"1 Bedroom House for rent in Nayak Layout, JP Nagar",2026-06-18T04:10:00+05:30,"Nayak Layout, JP Nagar, Bangalore South",Nayak Layout,Bangalore,,independent house,1,2,1500,plot,,full,,,,20000,100000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated; deposit = 5 months rent (computed 100000)",13.33,20500.00,lower-bound
G82251964,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-neeladri-nagar-bangalore-south-650-sqft-r4-spid-G82251964,"1 BHK Flat for rent in Neeladri Nagar, Bangalore",2026-06-18T04:10:00+05:30,Gayathri Bliss,Neeladri Nagar,Bangalore,,apartment,1,1,650,super,,full,,,,19000,38000,,,,,,,owner,,,deposit = 2 months rent (computed 38000),29.23,19190.00,lower-bound
K83009392,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-mahendra-m5-e-city-mall-veersandra-bangalore-north-450-sqft-r1-spid-K83009392,"1 BHK Flat for rent in Veersandra, Bangalore",2026-06-18T04:10:00+05:30,Mahendra M5 E City Mall,Veersandra,Bangalore,,apartment,1,1,450,carpet,,full,,,,16000,40000,,,,,,,owner,,,,35.56,16200.00,lower-bound
P91825480,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sowparnika-unnathi-attibele-bangalore-south-472-sqft-spid-P91825480,"Studio Apartments / 1 RK Flats for rent in Attibele, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Unnathi,Attibele,Bangalore,,studio (1 RK),1,1,472,carpet,,full,,,,22000,132000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 6 months rent (computed 132000),46.61,22660.00,lower-bound
M91805818,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sowparnika-unnathi-attibele-bangalore-south-350-sqft-spid-M91805818,"Studio Apartments / 1 RK Flats for rent in Attibele, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Unnathi,Attibele,Bangalore,,studio (1 RK),1,1,350,carpet,,full,,,,17000,100000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,48.57,17500.00,lower-bound
G86640682,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-immadihalli-bangalore-east-650-sqft-r1-spid-G86640682,"1 Bedroom House for rent in Immadihalli, Whitefield",2026-06-18T04:10:00+05:30,"Immadihalli, Whitefield, Bangalore East",Immadihalli,Bangalore,,independent house,1,1,650,plot,,full,,,,15500,75000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",23.85,15875.00,lower-bound
C91783426,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sowparnika-unnathi-attibele-bangalore-south-472-sqft-spid-C91783426,"1 BHK Flat for rent in Attibele, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Unnathi,Attibele,Bangalore,,apartment,1,1,472,super,,full,,,,22000,132000,,,,,,,owner,,,deposit = 6 months rent (computed 132000),46.61,22660.00,lower-bound
T91686342,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-saiven-siesta-volagerekallahalli-bangalore-east-650-sqft-spid-T91686342,"1 BHK Flat for rent in Volagerekallahalli, Bangalore",2026-06-18T04:10:00+05:30,Saiven Siesta,Volagerekallahalli,Bangalore,,apartment,1,1,650,super,,full,,,,22000,80000,,,,,,,owner,,,,33.85,22400.00,lower-bound
B91657802,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-a-narayanapura-bangalore-east-650-sqft-spid-B91657802,"Studio Apartments / 1 RK Flats for rent in A Narayanapura, Mahadevapura",2026-06-18T04:10:00+05:30,SLV BHAVISH TERRAIN APARTMENTS,A Narayanapura,Bangalore,,studio (1 RK),1,1,650,carpet,,full,,,,19000,60000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,29.23,19300.00,lower-bound
J91655334,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-electronic-city-bangalore-south-700-sqft-spid-J91655334,"1 Bedroom House for rent in Electronic City, Bangalore",2026-06-18T04:10:00+05:30,"Electronic City, Bangalore, Bangalore South",Electronic City,Bangalore,,independent house,1,1,700,plot,,full,,,,17000,,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",24.29,17000.00,lower-bound
S91650190,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-kithaganur-bangalore-east-600-sqft-spid-S91650190,"1 Bedroom House for rent in Kithaganur, Bangalore",2026-06-18T04:10:00+05:30,"Kithaganur, Bangalore, Bangalore East",Kithaganur,Bangalore,,independent house,1,1,600,plot,,full,,,,12500,,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",20.83,12500.00,lower-bound
P91630034,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-kithaganur-colony-bangalore-east-5400-sqft-spid-P91630034,"1 BHK Builder Floor for rent in Kithaganur Colony, Bangalore",2026-06-18T04:10:00+05:30,"Kithaganur Colony, Bangalore, Bangalore East",Kithaganur Colony,Bangalore,,builder floor,1,1,5400,plot,,full,,,,12000,60000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated",2.22,12300.00,lower-bound
I91468664,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-rt-nagar-bangalore-north-350-sqft-spid-I91468664,"1 BHK Builder Floor for rent in RT Nagar, Bangalore",2026-06-18T04:10:00+05:30,"RT Nagar, Bangalore, Bangalore North",RT Nagar,Bangalore,,builder floor,1,1,1500,plot,,full,,,,19000,114000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated; deposit = 6 months rent (computed 114000)",12.67,19570.00,lower-bound
F83006352,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-seegehalli-bangalore-east-500-sqft-r1-spid-F83006352,"Studio Apartments / 1 RK Flats for rent in Seegehalli, Bangalore",2026-06-18T04:10:00+05:30,Gods Gift Layout,Seegehalli,Bangalore,,studio (1 RK),1,1,500,built-up,,full,,,,15000,60000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 4 months rent (computed 60000),30.00,15300.00,lower-bound
Q91458976,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-vijinapura-bangalore-east-1000-sqft-spid-Q91458976,"1 BHK Builder Floor for rent in Vijinapura, Old Madras Road",2026-06-18T04:10:00+05:30,"Vijinapura, Old Madras Road, Bangalore East",Vijinapura,Bangalore,,builder floor,1,1,1000,plot,,full,,,,15000,100000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated",15.00,15500.00,lower-bound
Q91991368,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-amruthnagar-bangalore-north-5400-sqft-spid-Q91991368,"1 BHK Builder Floor for rent in Amruthnagar, Sahakara Nagar",2026-06-18T04:10:00+05:30,"Amruthnagar, Sahakara Nagar, Bangalore North",Amruthnagar,Bangalore,,builder floor,1,1,13500,plot,,full,,,,15000,60000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated; deposit = 4 months rent (computed 60000)",1.11,15300.00,lower-bound
X90385772,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sowparnika-indraprastha-soukya-road-bangalore-east-423-sqft-spid-X90385772,"1 BHK Flat for rent in Soukya Road, Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Indraprastha,Soukya Road,Bangalore,,apartment,1,1,423,carpet,,full,,,,16501,60000,,,,,,,owner,,,,39.01,16801.00,lower-bound
I91133106,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-green-garden-layout-bangalore-east-400-sqft-spid-I91133106,"1 Bedroom House for rent in Green Garden Layout, Old Airport Road",2026-06-18T04:10:00+05:30,"Green Garden Layout, Old Airport Road, Bangalore East",Green Garden Layout,Bangalore,,independent house,1,1,400,plot,,full,,,,20000,60000,,,,,,,dealer,,,"area is Plot Area (land), not living area — ppsf understated",50.00,20300.00,lower-bound
L90133492,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sowparnika-columns-soukya-road-bangalore-east-330-sqft-r1-spid-L90133492,"Studio Apartments / 1 RK Flats for rent in Soukya Road, Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Sowparnika Columns,Soukya Road,Bangalore,,studio (1 RK),1,1,330,super,,full,,,,13500,67500,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 5 months rent (computed 67500),40.91,13837.50,lower-bound
X91667794,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-brooke-bond-first-cross-bangalore-east-600-sqft-spid-X91667794,"1 BHK Flat for rent in Brooke Bond First Cross, Whitefield",2026-06-18T04:10:00+05:30,"SARASWATI NILAYAM, WHITEFIELD",Brooke Bond First Cross,Bangalore,,apartment,1,1,600,carpet,,full,,,,22000,50000,,,,,,,dealer,,,,36.67,22250.00,lower-bound
Q91989438,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-mantri-classic-s-t-bed-bangalore-south-650-sqft-spid-Q91989438,"1 BHK Flat for rent in ST Bed, Koramangala",2026-06-18T04:10:00+05:30,Mantri Classic,ST Bed,Bangalore,,apartment,1,1,650,carpet,,full,,,,18000,36000,,,,,,,owner,,,,27.69,18180.00,lower-bound
F91974496,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-aaspire-heights-marathahalli-bangalore-east-650-sqft-spid-F91974496,"1 BHK Flat for rent in Marathahalli, Bangalore",2026-06-18T04:10:00+05:30,Aaspire Heights,Marathahalli,Bangalore,,apartment,1,1,650,carpet,,full,,,,18000,36000,,,,,,,owner,,,,27.69,18180.00,lower-bound
O91973968,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-prestige-park-view-whitefield-bangalore-east-650-sqft-spid-O91973968,"1 BHK Flat for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Prestige Park View,Whitefield,Bangalore,,apartment,1,1,650,carpet,,full,,,,18000,36000,,,,,,,owner,,,,27.69,18180.00,lower-bound
G91972154,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-brigade-gardenia-7th-phase-jp-nagar-bangalore-south-650-sqft-spid-G91972154,"1 BHK Flat for rent in 7th Phase JP Nagar, Bangalore",2026-06-18T04:10:00+05:30,Brigade Gardenia,7th Phase JP Nagar,Bangalore,,apartment,1,1,650,carpet,,full,,,,18000,36000,,,,,,,owner,,,,27.69,18180.00,lower-bound
A91971204,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-ajmera-infinity-karuna-nagar-bangalore-south-650-sqft-spid-A91971204,"1 BHK Flat for rent in Karuna Nagar, Electronic City",2026-06-18T04:10:00+05:30,Ajmera Infinity,Karuna Nagar,Bangalore,,apartment,1,1,650,carpet,,full,,,,18000,36000,,,,,,,owner,,,,27.69,18180.00,lower-bound
Y91955804,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-skanda-sky-kaverappa-layout-bangalore-east-710-sqft-spid-Y91955804,"1 BHK Flat for rent in Kaverappa Layout, Kadubeesanahalli",2026-06-18T04:10:00+05:30,Skanda Sky,Kaverappa Layout,Bangalore,,apartment,1,1,710,built-up,,full,,,,18000,36000,,,,,,,owner,,,,25.35,18180.00,lower-bound
N91934492,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-btm-1st-stage-bangalore-south-400-sqft-spid-N91934492,"Studio Apartments / 1 RK Flats for rent in BTM 1st Stage, BTM Layout",2026-06-18T04:10:00+05:30,as agency,BTM 1st Stage,Bangalore,,studio (1 RK),1,1,400,carpet,,full,,,,15000,30000,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,37.50,15150.00,lower-bound
T91963948,99acres,https://www.99acres.com/1-bhk-bedroom-serviced-apartment-flat-for-rent-in-prestige-shantiniketan-whitefield-bangalore-east-690-sqft-spid-T91963948,"1 BHK Serviced Apartment for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Prestige Shantiniketan,Whitefield,Bangalore,,serviced apartment,1,1,690,super,,full,,,,15000,,,,,,,,owner,,,,21.74,15000.00,lower-bound
R91958072,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-skanda-sukriti-bellandur-bangalore-east-710-sqft-spid-R91958072,"1 BHK Flat for rent in Bellandur, Bangalore",2026-06-18T04:10:00+05:30,Skanda Sukriti,Bellandur,Bangalore,,apartment,1,1,710,built-up,,full,,,,18000,36000,,,,,,,owner,,,,25.35,18180.00,lower-bound
X91955282,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-brigade-gateway-brigade-road-bangalore-central-610-sqft-spid-X91955282,"1 BHK Flat for rent in Brigade Road, Bangalore",2026-06-18T04:10:00+05:30,Brigade Gateway,Brigade Road,Bangalore,,apartment,1,1,610,super,,full,,,,15000,,,,,,,,owner,,,,24.59,15000.00,lower-bound
S91937176,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-adarsh-gardens-8th-block-jayanagar-bangalore-south-1280-sqft-spid-S91937176,"1 BHK Flat for rent in 8th Block Jayanagar, Bangalore",2026-06-18T04:10:00+05:30,Adarsh Gardens,8th Block Jayanagar,Bangalore,,apartment,1,1,1280,super,,full,,,,15000,,,,,,,,owner,,,,11.72,15000.00,lower-bound
L91931806,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-vr-pearl-hoskote-bangalore-east-500-sqft-spid-L91931806,"1 BHK Flat for rent in Hoskote, Bangalore",2026-06-18T04:10:00+05:30,VR Pearl,Hoskote,Bangalore,,apartment,1,1,500,carpet,,full,,,,13000,,,,,,,,owner,,,,26.00,13000.00,lower-bound
K91920752,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-bangalore-east-650-sqft-spid-K91920752,"1 BHK Flat for rent in A.S. Raju Nagar, Bangalore East",2026-06-18T04:10:00+05:30,godrej air nxt,A.S. Raju Nagar,Bangalore,,apartment,1,1,650,carpet,,full,,,,12000,,,,,,,,owner,,,,18.46,12000.00,lower-bound
C91907578,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-shriram-greenfield-bommenahalli-bangalore-east-650-sqft-spid-C91907578,"1 Bedroom House for rent in Bommenahalli, Near Budigere, Bangalore",2026-06-18T04:10:00+05:30,Shriram Greenfield,Bommenahalli,Bangalore,,independent house,1,1,650,plot,,full,,,,12000,60000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",18.46,12300.00,lower-bound
X91901100,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-brigade-gateway-rajajinagar-bangalore-west-700-sqft-spid-X91901100,"1 BHK Flat for rent in Rajajinagar, Bangalore",2026-06-18T04:10:00+05:30,Brigade Gateway,Rajajinagar,Bangalore,,apartment,1,1,700,carpet,,full,,,,18000,36000,,,,,,,owner,,,deposit = 2 months rent (computed 36000),25.71,18180.00,lower-bound
A81062691,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-hal-2nd-stage-bangalore-east-470-sqft-r5-spid-A81062691,"Studio Apartments / 1 RK Flats for rent in HAL 2nd Stage, Indira Nagar",2026-06-18T04:10:00+05:30,krishnaproperties,HAL 2nd Stage,Bangalore,,studio (1 RK),1,1,470,super,,full,,,,14000,50000,,,,,,,dealer,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,29.79,14250.00,lower-bound
W89437088,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-shanti-nagar-bangalore-south-150-sqft-r1-spid-W89437088,"1 BHK Flat for rent in Shanti Nagar, Bangalore",2026-06-18T04:10:00+05:30,TrinityOneStay,Shanti Nagar,Bangalore,,apartment,1,1,150,super,,full,,,,16000,96000,,,,,,,owner,,,deposit = 6 months rent (computed 96000),106.67,16480.00,lower-bound
Q58444016,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-electronics-city-phase-1-bangalore-south-800-sqft-r26-spid-Q58444016,"1 BHK Flat for rent in Electronics City Phase 1, Bangalore",2026-06-18T04:10:00+05:30,qaiser residencey,Electronics City Phase 1,Bangalore,,apartment,1,2,800,carpet,,full,,,,19000,26000,,,,,,,owner,,,,23.75,19130.00,lower-bound
J91862394,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-indiranagar-bangalore-east-2178-sqft-spid-J91862394,"1 Bedroom House for rent in Indiranagar, Bangalore East",2026-06-18T04:10:00+05:30,"Indiranagar, Bangalore East",Indiranagar,Bangalore,,independent house,1,1,2178,plot,,full,,,,16000,,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",7.35,16000.00,lower-bound
X91867750,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-sai-sree-layout-bangalore-south-300-sqft-spid-X91867750,"Studio Apartments / 1 RK Flats for rent in Sai Sree Layout, Hosa Road",2026-06-18T04:10:00+05:30,Pavilion,Sai Sree Layout,Bangalore,,studio (1 RK),1,1,300,built-up,,full,,,,16000,32000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,53.33,16160.00,lower-bound
G91864416,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-provident-capella-samethanahalli-bangalore-east-230-sqft-spid-G91864416,"1 BHK Flat for rent in Samethanahalli, Near Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Provident Capella,Samethanahalli,Bangalore,,apartment,1,1,230,carpet,,full,,,,14200,100000,,,,,,,owner,,,,61.74,14700.00,lower-bound
R88072846,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-tc-palaya-bangalore-east-650-sqft-r1-spid-R88072846,"1 Bedroom House for rent in TC Palaya, KR Puram",2026-06-18T04:10:00+05:30,"TC Palaya, KR Puram, Bangalore East",TC Palaya,Bangalore,,independent house,1,1,650,plot,,full,,,,13000,50000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated",20.00,13250.00,lower-bound
S90298670,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-whitefield-bangalore-east-220-sqft-spid-S90298670,"Studio Apartments / 1 RK Flats for rent in Whitefield, Bangalore",2026-06-18T04:10:00+05:30,Cloud Inn Apartments,Whitefield,Bangalore,,studio (1 RK),1,1,220,carpet,,full,,,,22000,30000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,100.00,22150.00,lower-bound
V91917018,99acres,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-rent-in-hoodi-bangalore-east-1000-sqft-spid-V91917018,"1 BHK Builder Floor for rent in Hoodi, Bangalore",2026-06-18T04:10:00+05:30,"Hoodi, Bangalore, Bangalore East",Hoodi,Bangalore,,builder floor,1,1,1200,plot,,full,,,,19000,80000,,,,,,,builder,,,"area is Plot Area (land), not living area — ppsf understated",15.83,19400.00,lower-bound
D91558840,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-neeladri-nagar-bangalore-south-450-sqft-spid-D91558840,"1 BHK Flat for rent in Neeladri Nagar, Bangalore",2026-06-18T04:10:00+05:30,Moon Heights Residency,Neeladri Nagar,Bangalore,,apartment,1,1,450,carpet,,full,,,,18500,37000,,,,,,,owner,,,deposit = 2 months rent (computed 37000),41.11,18685.00,lower-bound
G91459782,99acres,https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-rent-in-rt-nagar-bangalore-north-350-sqft-spid-G91459782,"1 Bedroom House for rent in RT Nagar, Bangalore",2026-06-18T04:10:00+05:30,"RT Nagar, Bangalore, Bangalore North",RT Nagar,Bangalore,,independent house,1,1,350,plot,,full,,,,19000,133000,,,,,,,owner,,,"area is Plot Area (land), not living area — ppsf understated; deposit = 7 months rent (computed 133000)",54.29,19665.00,lower-bound
J90569388,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-btm-layout-bangalore-south-550-sqft-spid-J90569388,"1 BHK Flat for rent in BTM Layout, Bangalore",2026-06-18T04:10:00+05:30,Vasanatha Homes,BTM Layout,Bangalore,,apartment,1,1,550,built-up,,full,,,,22000,44000,,,,,,,,,,deposit = 2 months rent (computed 44000),40.00,22220.00,lower-bound
Y89381411,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-neeladri-nagar-bangalore-south-380-sqft-r1-spid-Y89381411,"1 BHK Flat for rent in Neeladri Nagar, Bangalore",2026-06-18T04:10:00+05:30,VKM's Sai Tranquil,Neeladri Nagar,Bangalore,,apartment,1,1,380,carpet,,full,,,,20000,40000,,,,,,,owner,,,deposit = 2 months rent (computed 40000),52.63,20200.00,lower-bound
B90531446,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-bangalore-east-350-sqft-spid-B90531446,"Studio Apartments / 1 RK Flats for rent in Doddakannalli, Bangalore East",2026-06-18T04:10:00+05:30,MSRHOMES,Doddakannalli,Bangalore,,studio (1 RK),1,1,350,carpet,,full,,,,20500,40000,,,,,,,owner,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK,58.57,20700.00,lower-bound
V87418174,99acres,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-rent-in-sulikunte-bangalore-east-500-sqft-r1-spid-V87418174,"1 BHK Flat for rent in Sulikunte, Sarjapur Road",2026-06-18T04:10:00+05:30,slv homes kudathi Sarjapur road Bangalore,Sulikunte,Bangalore,,apartment,1,1,500,built-up,,full,,,,16000,50000,,,,,,,owner,,,,32.00,16250.00,lower-bound
U90568898,99acres,https://www.99acres.com/studio-apartment-flat-for-rent-in-bellandur-bangalore-east-300-sqft-spid-U90568898,"Studio Apartments / 1 RK Flats for rent in Bellandur, Bangalore",2026-06-18T04:10:00+05:30,Ekta Living 1rk,Bellandur,Bangalore,,studio (1 RK),1,1,300,built-up,,full,,,,21001,42002,,,,,,,,,,1 RK studio (99acres bundled 1RK/1BHK filter) — not a true 1 BHK; deposit = 2 months rent (computed 42002),70.00,21211.01,lower-bound
